"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-01","0.00","0.0","0.0","82","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-02","0.00","0.0","0.0","84","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-03","0.17","0.0","0.0","84","95","76",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-04","0.05","0.0","0.0","80","92","76","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-05","0.32","0.0","0.0","80","91","75","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-06","0.84","0.0","0.0","77","84","74","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-07","0.01","0.0","0.0","77","84","73","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-08","0.02","0.0","0.0","78","86","74","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-09","1.16","0.0","0.0","76","79","73","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-10","0.12","0.0","0.0","77","85","73","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-11","0.00","0.0","0.0","80","89","74","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-12","0.00","0.0","0.0","82","90","74",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-13","0.00","0.0","0.0","78","89","73",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-14","0.10","0.0","0.0","79","89","72","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-15","0.00","0.0","0.0","79","90","74",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-16","0.00","0.0","0.0","82","90","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-17","0.00","0.0","0.0","82","91","77",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-18","0.00","0.0","0.0","83","92","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-19","1.02","0.0","0.0","84","94","73","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-20","0.00","0.0","0.0","79","90","73",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-21","0.00","0.0","0.0","80","89","73",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-22","0.57","0.0","0.0","78","87","71","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-23","0.00","0.0","0.0","80","90","74","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-24","0.00","0.0","0.0","83","92","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-25","0.00","0.0","0.0","83","93","74",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-26","0.00","0.0","0.0","84","94","76",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-27","0.00","0.0","0.0","83","94","74",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-28","0.00","0.0","0.0","84","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-29","0.00","0.0","0.0","85","95","75",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-30","0.00","0.0","0.0","82","95","73",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-07-31","0.00","0.0","0.0","85","96","76",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-01","0.00","0.0","0.0","86","97","76",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-02","0.37","0.0","0.0","79","87","72","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-03","0.00","0.0","0.0","81","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-04","0.00","0.0","0.0","83","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-05","0.26","0.0","0.0","81","88","73","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-06","0.00","0.0","0.0","82","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-07","0.00","0.0","0.0","82","93","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-08","0.00","0.0","0.0","85","95","77",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-09","0.00","0.0","0.0","85","96","77",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-10","0.00","0.0","0.0","85","96","78",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-11","0.00","0.0","0.0","84","96","77",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-12","0.00","0.0","0.0","85","95","78",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-13","0.00","0.0","0.0","84","96","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-14","0.00","0.0","0.0","85","96","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-15","0.15","0.0","0.0","83","95","73",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-16","0.00","0.0","0.0","80","94","71",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-17","0.00","0.0","0.0","84","95","77",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-18","0.00","0.0","0.0","86","98","79",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-19","0.00","0.0","0.0","87","98","79",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-20","0.00","0.0","0.0","86","98","79",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-21","0.00","0.0","0.0","86","98","78",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-22","0.00","0.0","0.0","85","96","78",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-23","0.00","0.0","0.0","84","96","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-24","0.00","0.0","0.0","86","97","78",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-25","0.00","0.0","0.0","85","97","76",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-26","0.00","0.0","0.0","86","97","76",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-27","0.03","0.0","0.0","82","94","74",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-28","0.43","0.0","0.0","80","91","74",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-29","0.01","0.0","0.0","80","95","74","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-30","0.03","0.0","0.0","83","95","75",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-08-31","0.00","0.0","0.0","85","98","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-01","0.00","0.0","0.0","86","99","79",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-02","0.00","0.0","0.0","87","99","79",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-03","0.00","0.0","0.0","85","98","77",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-04","0.00","0.0","0.0","85","97","79",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-05","0.00","0.0","0.0","86","99","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-06","0.17","0.0","0.0","86","100","73",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-07","0.00","0.0","0.0","80","95","72",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-08","0.00","0.0","0.0","85","100","72",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-09","0.00","0.0","0.0","83","97","68",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-10","0.00","0.0","0.0","82","95","67",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-11","0.00","0.0","0.0","80","93","67",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-12","0.00","0.0","0.0","81","92","74",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-13","0.13","0.0","0.0","79","86","73","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-14","0.00","0.0","0.0","79","94","68",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-15","0.00","0.0","0.0","78","90","70",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-16","0.00","0.0","0.0","80","94","67",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-17","0.00","0.0","0.0","83","97","70",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-18","0.01","0.0","0.0","85","99","72",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-19","0.00","0.0","0.0","85","98","72",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-20","0.00","0.0","0.0","86","100","75",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-21","0.05","0.0","0.0","85","96","79",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-22","0.00","0.0","0.0","79","87","64",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-23","0.00","0.0","0.0","72","87","56",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-24","0.00","0.0","0.0","72","88","57",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-25","0.00","0.0","0.0","74","89","60",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-26","0.00","0.0","0.0","74","89","58",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-27","0.00","0.0","0.0","77","91","65",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-28","1.61","0.0","0.0","83","96","70","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-29","0.62","0.0","0.0","77","90","66",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-09-30","0.00","0.0","0.0","80","92","73",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-01","0.23","0.0","0.0","76","86","68",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-02","0.00","0.0","0.0","77","87","71",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-03","0.00","0.0","0.0","79","90","69",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-04","0.00","0.0","0.0","80","90","66",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-05","0.00","0.0","0.0","75","91","61",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-06","0.00","0.0","0.0","75","89","61",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-07","0.00","0.0","0.0","77","89","66",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-08","0.00","0.0","0.0","77","89","65",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-09","0.00","0.0","0.0","75","87","64",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-10","0.05","0.0","0.0","79","91","67",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-11","1.10","0.0","0.0","74","83","60","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-12","0.00","0.0","0.0","78","87","74","    1",,"    1",,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-13","2.64","0.0","0.0","80","87","71","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-14","0.85","0.0","0.0","76","85","69","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-15","0.73","0.0","0.0","78","88","66","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-16","0.00","0.0","0.0","67","74","54",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-17","0.00","0.0","0.0","60","73","48",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-18","0.00","0.0","0.0","62","77","49",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-19","0.00","0.0","0.0","68","81","59",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-20","0.00","0.0","0.0","73","83","66",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-21","0.00","0.0","0.0","73","84","63",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-22","0.00","0.0","0.0","73","84","63",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-23","0.00","0.0","0.0","75","86","69","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-24","0.00","0.0","0.0","75","84","71","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-25","0.00","0.0","0.0","78","88","71",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-26","0.00","0.0","0.0","78","87","72",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-27","0.98","0.0","0.0","74","78","57","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-28","0.00","0.0","0.0","65","78","51",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-29","0.00","0.0","0.0","62","74","50",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-30","0.00","0.0","0.0","61","79","46",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-10-31","0.00","0.0","0.0","64","82","49",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-01","0.00","0.0","0.0","67","79","55",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-02","0.00","0.0","0.0","69","79","62",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-03","0.43","0.0","0.0","65","69","50","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-04","0.00","0.0","0.0","52","56","46",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-05","0.00","0.0","0.0","51","64","42",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-06","0.00","0.0","0.0","54","70","42",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-07","0.00","0.0","0.0","57","73","44",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-08","0.00","0.0","0.0","62","78","49",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-09","0.00","0.0","0.0","64","76","55","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-10","0.00","0.0","0.0","70","81","64",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-11","0.00","0.0","0.0","70","77","51",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-12","0.00","0.0","0.0","61","80","46",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-13","0.00","0.0","0.0","60","71","44",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-14","0.00","0.0","0.0","62","79","47",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-15","0.00","0.0","0.0","67","80","54",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-16","0.00","0.0","0.0","70","81","64",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-17","0.00","0.0","0.0","71","82","63",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-18","0.00","0.0","0.0","64","70","54",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-19","0.00","0.0","0.0","57","67","48",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-20","0.00","0.0","0.0","58","70","46","    1","    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-21","0.00","0.0","0.0","68","76","60",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-22","0.00","0.0","0.0","63","71","45",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-23","0.00","0.0","0.0","54","71","38",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-24","0.00","0.0","0.0","63","76","53",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-25","0.45","0.0","0.0","66","71","52","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-26","0.00","0.0","0.0","53","59","47",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-27","0.39","0.0","0.0","50","53","45","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-28","0.00","0.0","0.0","55","71","43","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-29","0.00","0.0","0.0","54","70","40",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-11-30","0.00","0.0","0.0","58","73","44",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-01","0.00","0.0","0.0","62","76","51",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-02","0.00","0.0","0.0","63","75","53","    1","    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-03","0.00","0.0","0.0","69","80","65","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-04","0.00","0.0","0.0","69","76","65","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-05","0.00","0.0","0.0","71","77","68",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-06","0.00","0.0","0.0","68","72","50","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-07","0.00","0.0","0.0","55","68","45",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-08","0.00","0.0","0.0","59","78","45",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-09","0.00","0.0","0.0","66","78","61","    1","    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-10","0.00","0.0","0.0","73","83","65","    1",,,,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-11","0.00","0.0","0.0","63","70","42",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-12","0.00","0.0","0.0","47","61","34",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-13","0.00","0.0","0.0","54","67","43","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-14","0.00","0.0","0.0","64","75","60","    1","    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-15","0.00","0.0","0.0","73","81","69",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-16","0.00","0.0","0.0","73","80","69",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-17","0.00","0.0","0.0","73","79","70",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-18","0.85","0.0","0.0","67","71","48","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-19","0.05","0.0","0.0","47","52","40",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-20","0.00","0.0","0.0","50","59","42",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-21","0.00","0.0","0.0","49","66","37",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-22","0.00","0.0","0.0","56","73","42",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-23","0.00","0.0","0.0","60","71","48","    1","    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-24","0.00","0.0","0.0","65","77","57","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-25","0.00","0.0","0.0","68","77","60","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-26","0.00","0.0","0.0","65","76","57","    1","    1",,,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-27","0.00","0.0","0.0","68","77","60","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-28","0.00","0.0","0.0","69","72","59","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-29","0.00","0.0","0.0","69","85","59","    1","    1",,,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-30","0.00","0.0","0.0","67","82","56","    1",,,,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2021-12-31","0.00","0.0","0.0","70","83","64","    1","    1",,,,
